trade_id,asset,setup,entry_date,entry_price,exit_date,exit_price,exit_reason,return_pct,holding_period,max_gain_pct,is_winner
1,AAPL,acceleration_turn_up,2024-05-09,183.0896,2024-08-05,201.6455,trailing_stop,0.10134873854112958,59,0.2957043982836818,True
2,AAPL,acceleration_turn_up,2024-08-15,223.4786,2025-01-16,228.88800000000003,trailing_stop,0.02420544964931781,105,0.16386982914695203,True
3,ABBV,acceleration_turn_up,2024-03-14,170.3958,2024-05-28,154.955,trailing_stop,-0.09061725699811851,51,0.06986205059044881,False
4,ABBV,acceleration_turn_up,2024-06-13,158.1248,2024-11-11,176.22199999999998,trailing_stop,0.11444884040960046,104,0.3111162828348242,True
5,ABT,acceleration_turn_up,2024-07-24,104.7465,2025-07-17,120.04549999999999,trailing_stop,0.14605738616564756,245,0.3483028072537029,True
6,ACN,acceleration_turn_up,2024-03-19,365.5769,2024-04-10,324.0795,trailing_stop,-0.11351209553995345,15,0.04292694642358419,False
7,ACN,acceleration_turn_up,2024-07-25,321.8596,2024-08-05,305.8895,technical_breakdown,-0.049618218627003885,7,0.05300572050670538,False
8,ACN,acceleration_turn_up,2024-08-21,325.2525,2025-03-06,340.56,trailing_stop,0.04706343533101198,134,0.22474077831838346,True
9,ADBE,acceleration_turn_up,2024-06-27,546.76,2024-07-24,531.04,technical_breakdown,-0.028751188821420803,18,0.06180042431779942,False
10,ADBE,acceleration_turn_up,2024-08-19,563.12,2024-09-16,521.5,technical_breakdown,-0.0739096462565706,19,0.04373845716721125,False
11,ADBE,acceleration_turn_up,2024-12-04,536.49,2024-12-12,474.21491499999996,trailing_stop,-0.11607874331301615,6,0.03990736080821633,False
12,ADI,acceleration_turn_up,2024-03-15,189.6627,2024-08-02,207.51899999999998,trailing_stop,0.09414766319365886,96,0.2872325449337165,True
13,ADI,acceleration_turn_up,2024-08-21,221.9282,2024-11-15,202.1429,technical_breakdown,-0.08915180675551826,61,0.06804813448673941,False
14,AMAT,acceleration_turn_up,2024-03-14,197.5254,2024-07-18,217.5065,trailing_stop,0.1011571170087493,86,0.29547896118676387,True
15,AMAT,acceleration_turn_up,2024-08-21,206.1382,2024-09-03,181.1165,technical_breakdown,-0.12138313034653458,8,0.02038341268139532,False
16,AMAT,acceleration_turn_up,2024-09-26,207.0341,2024-10-15,188.6725,technical_breakdown,-0.08868877155985411,13,0.0418573558655313,False
17,AMD,acceleration_turn_up,2024-03-15,191.06,2024-04-10,164.475,trailing_stop,-0.13914477127603897,17,0.012770857322307094,False
18,AMD,acceleration_turn_up,2024-05-24,166.36,2024-07-17,164.8064,trailing_stop,-0.00933878336138505,35,0.12575138254388074,False
19,AMD,acceleration_turn_up,2024-07-18,155.77,2024-07-24,144.63,technical_breakdown,-0.07151569621878417,4,0.00821724337163765,False
20,AMD,acceleration_turn_up,2024-10-11,167.89,2024-10-15,156.64,technical_breakdown,-0.06700816010483057,2,0.006015843707189328,False
21,AMZN,acceleration_turn_up,2024-03-22,178.87,2024-07-25,177.05599999999998,trailing_stop,-0.010141443506457293,85,0.12483926874266227,False
22,AMZN,acceleration_turn_up,2024-09-05,177.89,2025-03-04,200.94,trailing_stop,0.12957445612457152,122,0.36331440778008894,True
23,AON,acceleration_turn_up,2024-03-18,315.1737,2024-04-11,306.5201,technical_breakdown,-0.02745660567490238,17,0.06626917157110501,False
24,AON,acceleration_turn_up,2024-07-30,324.7801,2025-04-25,351.0245,trailing_stop,0.08080667503951133,185,0.2715372647523664,True
25,APD,acceleration_turn_up,2024-05-24,254.6451,2024-07-01,252.2168,trailing_stop,-0.00953601698992046,24,0.12552725342054494,False
26,APD,acceleration_turn_up,2024-08-01,278.624,2024-12-19,292.767112,trailing_stop,0.05076056621109437,98,0.209515332491099,True
27,AVGO,acceleration_turn_up,2024-03-14,123.4574,2024-03-15,185.1861,profit_target,0.5,1,9.265646287707337,True
28,AVGO,acceleration_turn_up,2024-03-28,130.1663,2024-04-01,195.24945000000002,profit_target,0.5,1,9.471066627844534,True
29,AVGO,acceleration_turn_up,2024-04-03,133.8785,2024-04-04,200.81775,profit_target,0.5,1,9.486971395705808,True
