trade_id,asset,setup,entry_date,entry_price,exit_date,exit_price,exit_reason,return_pct,holding_period,max_gain_pct,is_winner
1,AAPL,breakout_consolidation,2024-05-03,181.9092,2024-08-05,201.6455,trailing_stop,0.10849533723418059,63,0.30411216145197706,True
2,ADBE,breakout_consolidation,2024-11-12,526.42,2024-11-15,503.37,technical_breakdown,-0.043786330306599175,3,0.02564492230538362,False
3,ADI,breakout_consolidation,2024-05-22,233.3473,2024-08-02,207.51899999999998,trailing_stop,-0.11068608893267684,49,0.04625166007920378,False
4,AMD,breakout_consolidation,2024-05-16,162.62,2024-07-17,164.8064,trailing_stop,0.013444840732997232,41,0.15164186446931494,True
5,AMZN,breakout_consolidation,2024-06-21,189.08,2024-08-02,171.01999999999998,trailing_stop,-0.09551512587264666,29,0.06409985191453349,False
6,AMZN,breakout_consolidation,2024-09-20,191.6,2025-02-25,206.142,trailing_stop,0.07589770354906045,106,0.26576200417536544,True
7,AON,breakout_consolidation,2024-07-26,319.1093,2025-04-25,351.0245,trailing_stop,0.10001338099516355,187,0.2941333894060749,True
8,APD,breakout_consolidation,2024-08-01,278.624,2024-12-19,292.767112,trailing_stop,0.05076056621109437,98,0.209515332491099,True
9,AVGO,breakout_consolidation,2024-12-11,181.0823,2025-01-27,206.54160000000002,trailing_stop,0.14059518793388426,29,0.3909697413827855,True
10,AXP,breakout_consolidation,2024-11-06,291.9616,2025-03-04,287.12199999999996,trailing_stop,-0.01657615248032629,78,0.11752709945417483,False
11,BAC,breakout_consolidation,2024-07-16,42.6103,2024-08-02,37.773999999999994,trailing_stop,-0.11350072635020192,13,0.042940321940939,False
12,BAC,breakout_consolidation,2024-11-06,44.1403,2025-03-07,40.867999999999995,trailing_stop,-0.07413406796057131,81,0.08925403769344564,False
13,BKNG,breakout_consolidation,2024-10-31,4634.3641,2025-01-13,4696.7712,trailing_stop,0.013466162488182665,48,0.15166609373657103,True
14,BLK,breakout_consolidation,2024-10-11,965.6116,2025-01-10,952.556,trailing_stop,-0.013520550084526683,61,0.12099937490394708,False
15,BMY,breakout_consolidation,2024-07-26,47.5223,2025-04-07,53.8305,trailing_stop,0.13274189170136963,174,0.33263751964867017,True
16,BRK-B,breakout_consolidation,2024-08-30,475.92,2025-04-07,474.32,trailing_stop,-0.0033619095646327812,149,0.13254328458564468,False
17,CAT,breakout_consolidation,2024-09-19,366.4337,2024-12-18,368.28000000000003,trailing_stop,0.005038564957317027,63,0.1420892783605876,True
18,CB,breakout_consolidation,2024-05-16,258.8506,2025-01-08,265.80224,trailing_stop,0.02685580021834988,162,0.1668815911572159,True
19,COST,breakout_consolidation,2024-11-08,938.9159,2025-03-07,948.8467999999999,trailing_stop,0.010576985649087378,79,0.14838293823759918,True
20,CRM,breakout_consolidation,2024-11-06,304.5324,2025-02-21,313.65,trailing_stop,0.0299396714438267,71,0.21169373111038436,True
21,CSCO,breakout_consolidation,2024-10-16,54.9433,2025-04-04,56.525,trailing_stop,0.028787859484231904,116,0.21033865821674347,True
22,DE,breakout_consolidation,2024-11-21,431.4661,2025-03-04,453.24399999999997,trailing_stop,0.05047418557332772,67,0.19372066542423605,True
