trade_id,asset,setup,entry_date,entry_price,stop_loss,take_profit,exit_date,exit_price,exit_reason,return_pct,holding_period,is_winner
1,-P-HIZ,vcp_squeeze,2024-11-04,19.5391,16.575085714285716,28.431142857142852,2024-12-17,19.6706,time_exit,0.006730095040201389,30,True
2,-P-HIZ,vcp_squeeze,2024-11-05,19.5391,16.58547142857143,28.399985714285712,2024-12-18,19.6706,time_exit,0.006730095040201389,30,True
3,-P-HIZ,vcp_squeeze,2024-11-07,19.7175,16.93817142857143,28.055485714285712,2024-12-20,19.6706,time_exit,-0.0023785976924052266,30,False
4,-P-HIZ,vcp_squeeze,2024-11-08,19.7175,16.95737142857143,27.99788571428571,2024-12-23,19.6706,time_exit,-0.0023785976924052266,30,False
5,-P-HIZ,vcp_squeeze,2024-11-14,19.248,16.418185714285716,27.737442857142852,2024-12-30,19.6706,time_exit,0.021955527847048906,30,True
6,-P-HIZ,vcp_squeeze,2024-11-20,20.5625,17.529128571428572,29.66261428571428,2025-01-06,21.5954,time_exit,0.050232218844984855,30,True
7,-P-HIZ,vcp_squeeze,2024-11-21,20.5625,17.485128571428575,29.794614285714278,2025-01-07,21.5954,time_exit,0.050232218844984855,30,True
8,-P-HIZ,vcp_squeeze,2024-11-22,20.5625,17.47561428571429,29.823157142857134,2025-01-08,21.5954,time_exit,0.050232218844984855,30,True
9,-P-HIZ,vcp_squeeze,2024-11-26,20.4593,17.397214285714288,29.645557142857136,2025-01-13,21.5954,time_exit,0.05552975908266666,30,True
10,-P-HIZ,vcp_squeeze,2024-11-27,20.4593,17.390328571428572,29.66621428571428,2025-01-14,21.5954,time_exit,0.05552975908266666,30,True
11,-P-HIZ,vcp_squeeze,2024-11-29,19.2762,16.380342857142857,27.963771428571423,2025-01-15,21.5954,time_exit,0.12031416980525211,30,True
12,-P-HIZ,vcp_squeeze,2024-12-02,19.2762,16.334442857142857,28.101471428571426,2025-01-16,21.5954,time_exit,0.12031416980525211,30,True
13,-P-HIZ,vcp_squeeze,2024-12-04,19.4358,16.535957142857143,28.13532857142857,2025-01-21,21.5954,time_exit,0.11111454120746256,30,True
14,-P-HIZ,vcp_squeeze,2024-12-05,19.4358,16.47384285714286,28.321671428571427,2025-01-22,21.5954,time_exit,0.11111454120746256,30,True
15,-P-HIZ,vcp_squeeze,2024-12-09,20.8442,18.195385714285717,28.790642857142856,2025-01-24,28.790642857142856,take_profit,0.3812304073623769,30,True
16,-P-HIZ,vcp_squeeze,2024-12-11,19.248,16.739885714285716,26.772342857142856,2025-01-24,26.772342857142856,take_profit,0.39091556822230134,28,True
17,-P-HIZ,vcp_squeeze,2024-12-12,19.248,16.752100000000002,26.7357,2025-01-24,26.7357,take_profit,0.38901184538653366,27,True
18,-P-HIZ,vcp_squeeze,2024-12-16,19.6706,16.975214285714287,27.75675714285714,2025-01-24,27.75675714285714,take_profit,0.41107831702424624,25,True
19,-P-HIZ,vcp_squeeze,2024-12-18,19.6706,16.98987142857143,27.71278571428571,2025-01-24,27.71278571428571,take_profit,0.4088429287508115,23,True
20,-P-HIZ,vcp_squeeze,2024-12-19,19.6706,16.817200000000003,28.230799999999995,2025-01-24,28.230799999999995,take_profit,0.4351773713053997,22,True
21,-P-HIZ,vcp_squeeze,2024-12-20,19.6706,16.81354285714286,28.241771428571425,2025-01-24,28.241771428571425,take_profit,0.43573512900325495,21,True
22,-P-HIZ,vcp_squeeze,2024-12-23,19.6706,16.83417142857143,28.17988571428571,2025-01-24,28.17988571428571,take_profit,0.43258902698879087,20,True
23,-P-HIZ,vcp_squeeze,2024-12-24,19.6706,16.832,28.186399999999995,2025-01-24,28.186399999999995,take_profit,0.4329201956218922,19,True
24,-P-HIZ,vcp_squeeze,2024-12-26,19.6706,16.829828571428575,28.19291428571428,2025-01-24,28.19291428571428,take_profit,0.4332513642549938,18,True
25,-P-HIZ,vcp_squeeze,2024-12-27,19.6706,17.04194285714286,27.556571428571424,2025-01-24,27.556571428571424,take_profit,0.4009014177793979,17,True
26,-P-HIZ,vcp_squeeze,2024-12-30,19.6706,17.052857142857146,27.523828571428567,2025-01-24,27.523828571428567,take_profit,0.39923685964986144,16,True
27,-P-HIZ,vcp_squeeze,2024-12-31,19.6706,16.919257142857145,27.924628571428563,2025-01-24,27.924628571428563,take_profit,0.4196124455496306,15,True
28,-P-HIZ,vcp_squeeze,2025-01-02,19.6706,16.91534285714286,27.936371428571423,2025-01-24,27.936371428571423,take_profit,0.42020942058561617,14,True
29,-P-HIZ,vcp_squeeze,2025-02-26,20.2245,17.364585714285713,28.804242857142853,2025-04-10,18.7692,time_exit,-0.07195727953719488,30,False
30,-P-HIZ,vcp_squeeze,2025-02-27,20.2245,17.46887142857143,28.491385714285713,2025-04-11,16.8819,time_exit,-0.16527479047689675,30,False
31,-P-HIZ,vcp_squeeze,2025-02-28,20.2245,17.567485714285713,28.195542857142854,2025-04-14,17.7927,time_exit,-0.12024030260327812,30,False
32,-P-HIZ,vcp_squeeze,2025-03-03,20.2245,17.57324285714286,28.178271428571424,2025-04-15,18.7786,time_exit,-0.07149249672426994,30,False
33,-P-HIZ,vcp_squeeze,2025-03-05,20.6564,17.946928571428572,28.784814285714287,2025-04-11,17.946928571428572,stop_loss,-0.1311686174053286,26,False
34,-P-HIZ,vcp_squeeze,2025-03-06,20.6564,17.94867142857143,28.779585714285716,2025-04-11,17.94867142857143,stop_loss,-0.13108424369341087,25,False
