trade_id,asset,setup,entry_date,entry_price,stop_loss,take_profit,exit_date,exit_price,exit_reason,return_pct,holding_period,is_winner
1,AAPL,standard_breakout,2024-05-03,181.9092,174.85651071428572,196.01457857142856,2024-05-17,188.6044,time_exit,0.03680517532923022,10,True
2,AAPL,standard_breakout,2024-06-11,205.7692,199.07104642857144,219.16550714285717,2024-06-12,219.16550714285717,take_profit,0.06510355846675386,1,True
3,AAPL,standard_breakout,2024-06-12,211.6497,203.6789357142857,227.59122857142856,2024-06-27,212.6728,time_exit,0.004833930782798257,10,True
4,AAPL,standard_breakout,2025-09-19,245.26332085,237.56273870714287,260.6644851357143,2025-10-03,257.7712507,time_exit,0.050997963358939025,10,True
5,ABBV,standard_breakout,2025-10-01,240.67860308,232.8351887942857,256.3654316514286,2025-10-06,232.8351887942857,stop_loss,-0.032588747754644376,3,False
6,ABT,standard_breakout,2025-01-23,121.5449,116.14210357142856,132.35049285714285,2025-02-05,132.35049285714285,take_profit,0.08890206711382254,9,True
7,ADBE,standard_breakout,2024-06-14,525.31,499.44074285714277,577.0485142857143,2024-07-01,560.01,time_exit,0.06605623346214617,10,True
8,ADBE,standard_breakout,2025-12-05,346.26,332.8687821428571,373.0424357142857,2025-12-19,355.86,time_exit,0.027724831051810783,10,True
9,ADI,standard_breakout,2024-05-22,233.3473,218.3859892857143,263.2699214285714,2024-06-06,231.5955,time_exit,-0.007507264922285373,10,False
10,ADI,standard_breakout,2025-02-19,237.7273,225.39922857142858,262.3834428571429,2025-02-27,225.39922857142858,stop_loss,-0.05185803830090796,6,False
11,ADI,standard_breakout,2025-08-20,244.87,235.38675357142859,263.83649285714284,2025-09-04,245.24019813,time_exit,0.0015118149630415356,10,True
12,AMAT,standard_breakout,2024-02-16,196.0348,183.96516785714283,220.17406428571428,2024-03-04,206.125,time_exit,0.0514714734322681,10,True
13,AMAT,standard_breakout,2025-09-18,189.36446962,182.03680890571428,204.01979104857142,2025-09-23,204.01979104857142,take_profit,0.07739213939119849,3,True
14,AMD,standard_breakout,2025-06-16,126.39,119.6259,139.9182,2025-06-25,139.9182,take_profit,0.10703536672205094,6,True
15,AMD,standard_breakout,2025-07-29,177.44,167.74855357142857,196.82289285714288,2025-08-01,167.74855357142857,stop_loss,-0.054618160665979576,3,False
16,AMD,standard_breakout,2025-10-06,203.71,189.2158,232.69840000000002,2025-10-08,232.69840000000002,take_profit,0.14230229247459625,2,True
17,AMD,standard_breakout,2025-10-08,235.56,218.36740714285713,269.94518571428574,2025-10-10,218.36740714285713,stop_loss,-0.07298604541154219,2,False
18,AMZN,standard_breakout,2024-06-21,189.08,184.19423214285715,198.85153571428572,2024-06-27,198.85153571428572,take_profit,0.051679372298951254,4,True
19,AMZN,standard_breakout,2024-09-20,191.6,184.48410714285714,205.83178571428573,2024-10-01,184.48410714285714,stop_loss,-0.037139315538323836,7,False
20,AMZN,standard_breakout,2024-11-01,197.93,190.77928571428572,212.23142857142858,2024-11-07,212.23142857142858,take_profit,0.07225498192001512,4,True
21,AMZN,standard_breakout,2025-06-27,223.3,216.04385714285715,237.8122857142857,2025-07-14,225.69,time_exit,0.010703090013434835,10,True
22,AMZN,standard_breakout,2025-10-31,244.22,233.9937607142857,264.6724785714286,2025-11-14,233.9937607142857,stop_loss,-0.04187306234425636,10,False
23,AON,standard_breakout,2024-07-26,319.1093,306.7823535714286,343.7631928571429,2024-08-09,326.1419,time_exit,0.022038216999629823,10,True
24,AON,standard_breakout,2024-10-25,371.6813,357.2599785714286,400.52394285714286,2024-11-08,380.6416,time_exit,0.024107481328761837,10,True
25,APD,standard_breakout,2024-08-01,278.624,257.558225,320.75555,2024-08-15,265.4522,time_exit,-0.04727446307568628,10,False
26,APD,standard_breakout,2024-10-07,304.9086,286.25892857142856,342.2079428571428,2024-10-21,323.309,time_exit,0.060347264721297034,10,True
27,AVGO,standard_breakout,2024-12-13,222.2014,207.04999642857143,252.50420714285713,2024-12-30,233.4481,time_exit,0.05061489261543817,10,True
28,AVGO,standard_breakout,2024-12-16,247.1101,229.30313928571428,282.7240214285714,2024-12-18,229.30313928571428,stop_loss,-0.0720608373121362,2,False
29,AVGO,standard_breakout,2025-09-05,333.6726111,314.80166824285715,371.4144968142857,2025-09-10,371.4144968142857,take_profit,0.11311052947937239,3,True
30,AVGO,standard_breakout,2025-09-10,368.2265427,345.05719984285713,414.5652284142857,2025-09-17,345.05719984285713,stop_loss,-0.06292143604655698,5,False
31,BAC,standard_breakout,2024-07-16,42.6103,39.59423928571429,48.64242142857143,2024-07-30,39.8584,time_exit,-0.06458297641650024,10,False
32,BAC,standard_breakout,2024-11-06,44.1403,41.46446071428572,49.491978571428575,2024-11-20,44.7722,time_exit,0.01431571602367887,10,True
33,BKNG,standard_breakout,2024-10-31,4634.3641,4471.669589285714,4959.753121428572,2024-11-06,4959.753121428572,take_profit,0.07021222640417313,4,True
34,BMY,standard_breakout,2024-07-26,47.5223,42.09715357142857,58.37259285714286,2024-08-09,44.0087,time_exit,-0.07393581539614047,10,False
35,BMY,standard_breakout,2024-11-11,56.9751,51.38625,68.1528,2024-11-25,55.9845,time_exit,-0.017386542542268457,10,False
36,BRK-B,standard_breakout,2025-02-24,498.42,487.5969857142857,520.0660285714287,2025-03-10,497.1,time_exit,-0.002648368845551974,10,False
37,CAT,standard_breakout,2024-11-06,410.6787,392.66261785714283,446.71086428571425,2024-11-08,392.66261785714283,stop_loss,-0.04386904444485962,2,False
38,CAT,standard_breakout,2025-10-29,584.0878178,557.3082749428572,637.6469035142858,2025-11-04,557.3082749428572,stop_loss,-0.045848487232638235,4,False
39,CB,standard_breakout,2024-05-16,258.8506,246.0752714285714,284.40125714285716,2024-05-31,264.6554,time_exit,0.022425290882076343,10,True
40,COST,standard_breakout,2024-03-07,778.1365,754.3288857142857,825.7517285714285,2024-03-08,754.3288857142857,stop_loss,-0.030595678631852197,1,False
41,CRM,standard_breakout,2024-02-29,305.0682,292.70653928571426,329.7915214285714,2024-03-14,300.0284,time_exit,-0.01652024039214839,10,False
42,CRM,standard_breakout,2024-11-08,319.4663,307.8650857142857,342.6687285714286,2024-11-11,342.6687285714286,take_profit,0.07262872037341217,1,True
43,CRM,standard_breakout,2024-11-11,339.0937,325.22944642857146,366.82220714285717,2024-11-15,325.22944642857146,stop_loss,-0.040886202166034225,4,False
44,CRM,standard_breakout,2024-12-04,365.032,347.6690714285714,399.7578571428571,2024-12-10,347.6690714285714,stop_loss,-0.047565497193201134,4,False
45,CRM,standard_breakout,2025-01-28,357.5968,341.5959357142857,389.5985285714285,2025-01-30,341.5959357142857,stop_loss,-0.044745546620423515,2,False
46,CSCO,standard_breakout,2025-05-15,63.4991,60.89249642857143,68.71230714285714,2025-05-30,62.2936,time_exit,-0.01898452104045567,10,False
47,CSCO,standard_breakout,2025-11-13,76.96501243,74.17258028714286,82.54987671571428,2025-11-28,76.52737214,time_exit,-0.005686223859159956,10,False
48,DE,standard_breakout,2024-11-21,431.4661,410.9853678571428,472.42756428571425,2024-12-06,437.8364,time_exit,0.014764311726923829,10,True
49,DE,standard_breakout,2024-11-25,456.267,433.1002392857143,502.6005214285714,2024-12-10,437.797,time_exit,-0.04048068345946554,10,False
50,DHR,standard_breakout,2024-07-23,262.327,251.92777857142858,283.12544285714284,2024-08-06,267.0834,time_exit,0.018131568614744076,10,True
51,DHR,standard_breakout,2025-10-01,212.88,204.49747499999998,229.64505000000003,2025-10-09,204.49747499999998,stop_loss,-0.03937676155580616,6,False
52,DIS,standard_breakout,2024-02-08,108.3478,102.39798571428572,120.24742857142857,2024-02-23,105.6033,time_exit,-0.025330463562711958,10,False
53,DIS,standard_breakout,2024-11-14,107.4503,102.42412142857142,117.50265714285715,2024-11-27,117.50265714285715,take_profit,0.09355355120327391,9,True
54,DIS,standard_breakout,2025-05-07,100.9762,95.7132892857143,111.50202142857142,2025-05-13,111.50202142857142,take_profit,0.1042406173788617,4,True
55,EOG,standard_breakout,2025-06-13,123.0752,116.74000357142856,135.74559285714287,2025-06-30,117.505,time_exit,-0.04525850861912062,10,False
56,ETN,standard_breakout,2024-02-01,257.9827,244.3557035714286,285.2366928571429,2024-02-15,268.9234,time_exit,0.042408657634794844,10,True
57,ETN,standard_breakout,2024-11-06,354.5935,339.3262107142857,385.12807857142855,2024-11-20,355.8571,time_exit,0.0035635170977470487,10,True
58,FDX,standard_breakout,2024-03-22,273.5532,251.60941071428573,317.44077857142855,2024-04-08,265.1346,time_exit,-0.030775000987011025,10,False
59,FDX,standard_breakout,2024-06-26,286.5069,264.90851785714284,329.70366428571424,2024-07-11,289.7473,time_exit,0.011310024296099064,10,True
60,FDX,standard_breakout,2025-05-12,228.8237,215.90233571428573,254.66642857142858,2025-05-22,215.90233571428573,stop_loss,-0.05646864501235793,8,False
61,FDX,standard_breakout,2025-11-11,266.3467,255.31942857142857,288.40124285714285,2025-11-25,272.4652,time_exit,0.022971938454653174,10,True
62,GILD,standard_breakout,2024-11-07,94.4252,87.76027142857143,107.75505714285714,2024-11-18,87.76027142857143,stop_loss,-0.0705842145044816,7,False
63,GILD,standard_breakout,2025-08-08,117.8007,112.05377142857144,129.29455714285714,2025-08-22,114.77,time_exit,-0.02572735136548432,10,False
64,GILD,standard_breakout,2025-10-17,122.81,117.41340714285714,133.60318571428573,2025-10-29,117.41340714285714,stop_loss,-0.043942617516023685,8,False
65,GOOGL,standard_breakout,2024-04-26,170.65,163.1424357142857,185.66512857142857,2024-04-30,163.1424357142857,stop_loss,-0.043993930768908895,2,False
66,GOOGL,standard_breakout,2024-10-30,173.572,167.63115357142857,185.4536928571429,2024-11-13,177.9695,time_exit,0.02533530753808222,10,True
67,GOOGL,standard_breakout,2024-12-11,194.6272,187.2631964285714,209.35520714285713,2024-12-20,187.2631964285714,stop_loss,-0.03783645642247635,7,False
68,GOOGL,standard_breakout,2025-09-03,230.29905923,221.80361637285716,247.2899449442857,2025-09-15,247.2899449442857,take_profit,0.07377748641741899,8,True
69,GOOGL,standard_breakout,2025-10-30,281.29170707,269.45783207,304.95945707,2025-11-13,278.38365368,time_exit,-0.010338212314507711,10,False
70,GS,standard_breakout,2024-11-06,581.2569,547.2153428571428,649.3400142857142,2024-11-20,567.554,time_exit,-0.023574601867091816,10,False
71,ICE,standard_breakout,2024-02-08,130.9955,124.55401785714285,143.87846428571427,2024-02-23,135.1563,time_exit,0.031762923153848766,10,True
72,INTC,standard_breakout,2024-07-08,33.7677,32.50959642857143,36.28390714285714,2024-07-17,36.28390714285714,take_profit,0.07451520662814293,7,True
73,INTC,standard_breakout,2024-07-09,34.3638,33.03283928571428,37.02572142857143,2024-07-17,37.02572142857143,take_profit,0.07746295312425966,6,True
74,INTC,standard_breakout,2024-08-30,22.04,20.70715357142857,24.705692857142857,2024-09-03,20.70715357142857,stop_loss,-0.06047397588799586,1,False
75,INTC,standard_breakout,2025-02-13,24.13,22.651214285714286,27.087571428571426,2025-02-18,27.087571428571426,take_profit,0.12256823160262864,2,True
76,INTC,standard_breakout,2025-02-18,27.39,25.40142857142857,31.367142857142856,2025-02-20,25.40142857142857,stop_loss,-0.07260209669848228,2,False
77,INTC,standard_breakout,2025-08-15,24.56,23.100724999999997,27.47855,2025-08-21,23.100724999999997,stop_loss,-0.059416734527687365,4,False
78,INTC,standard_breakout,2025-09-18,30.57,28.824964285714287,34.060071428571426,2025-09-22,28.824964285714287,stop_loss,-0.05708327491938869,2,False
