trade_id,asset,setup,entry_date,entry_price,stop_loss,take_profit,exit_date,exit_price,exit_reason,return_pct,holding_period,is_winner
1,ABT,squeeze_breakout,2025-01-23,121.5449,116.14210357142856,135.05189107142857,2025-02-13,129.9984,time_exit,0.06955042951205681,15,True
2,ACN,squeeze_breakout,2025-01-28,371.9979,353.8805142857143,417.29136428571434,2025-02-19,383.628,time_exit,0.0312638861670993,15,True
3,ADI,squeeze_breakout,2025-11-25,251.12931101,238.7576752957143,282.05840029571425,2025-12-05,282.05840029571425,take_profit,0.1231600133067805,7,True
4,AMD,squeeze_breakout,2024-03-01,202.64,189.59802499999998,235.2449375,2024-03-14,189.59802499999998,stop_loss,-0.06436031879194637,9,False
5,AMZN,squeeze_breakout,2024-11-01,197.93,190.77928571428572,215.80678571428572,2024-11-14,215.80678571428572,take_profit,0.09031872740001878,9,True
6,AON,squeeze_breakout,2025-01-21,365.07,354.3230357142857,391.93741071428576,2025-02-11,381.7443,time_exit,0.04567425425260918,15,True
7,AXP,squeeze_breakout,2024-04-23,235.0742,223.97975,262.810325,2024-05-14,237.6024,time_exit,0.01075490206921903,15,True
8,BAC,squeeze_breakout,2024-07-17,42.4655,39.39548214285714,50.14054464285714,2024-08-01,39.39548214285714,stop_loss,-0.07229440032833379,11,False
9,BAC,squeeze_breakout,2025-01-16,45.5881,43.18617142857143,51.59292142857142,2025-02-07,46.3309,time_exit,0.01629372577492827,15,True
10,BKNG,squeeze_breakout,2024-02-08,3778.7186,3609.0097250000003,4202.9907875,2024-02-23,3609.0097250000003,stop_loss,-0.044911752624289036,10,False
11,BMY,squeeze_breakout,2024-07-26,47.5223,42.09715357142857,61.085166071428574,2024-08-16,46.4955,time_exit,-0.02160669832899509,15,False
12,CAT,squeeze_breakout,2024-02-02,306.9126,288.7850892857143,352.23137678571425,2024-02-26,316.9355,time_exit,0.0326571799267934,15,True
13,CAT,squeeze_breakout,2024-09-19,366.4337,348.0224964285714,412.4617089285714,2024-10-10,389.334,time_exit,0.06249507073175864,15,True
14,CL,squeeze_breakout,2025-03-07,95.0189,89.99492857142857,107.57882857142856,2025-03-14,89.99492857142857,stop_loss,-0.05287339075248643,5,False
15,COST,squeeze_breakout,2024-11-08,938.9159,913.2474821428572,1003.086944642857,2024-11-15,913.2474821428572,stop_loss,-0.027338356776302142,5,False
16,CRM,squeeze_breakout,2024-02-29,305.0682,292.70653928571426,335.9723517857143,2024-03-21,305.0434,time_exit,-8.129329769535065e-05,15,False
17,CRM,squeeze_breakout,2024-11-06,304.5324,294.1482642857143,330.49273928571426,2024-11-11,330.49273928571426,take_profit,0.08524655926828895,3,True
18,CSCO,squeeze_breakout,2025-06-23,66.5822,64.28106071428572,72.3350482142857,2025-07-15,66.7769,time_exit,0.0029242049676940773,15,True
19,CSCO,squeeze_breakout,2025-08-08,71.3592,69.38003571428573,76.30711071428571,2025-08-14,69.38003571428573,stop_loss,-0.027735236461651436,4,False
20,CVX,squeeze_breakout,2025-06-13,142.6983,135.39469285714284,160.9573178571428,2025-07-08,149.867,time_exit,0.05023675825149976,15,True
21,DE,squeeze_breakout,2024-11-21,431.4661,410.9853678571428,482.66793035714284,2024-12-13,434.3258,time_exit,0.00662786717195174,15,True
22,DE,squeeze_breakout,2025-11-25,498.13,482.38084642857143,537.5028839285715,2025-11-26,482.38084642857143,stop_loss,-0.03161655305126887,1,False
23,DHR,squeeze_breakout,2024-01-31,237.7121,227.87372857142856,262.30802857142857,2024-02-22,250.4146,time_exit,0.053436488929255344,15,True
24,DIS,squeeze_breakout,2024-11-13,101.1482,97.27363571428572,110.83461071428572,2024-11-14,110.83461071428572,take_profit,0.09576453870939594,1,True
25,DIS,squeeze_breakout,2025-11-12,115.86352481,112.57151766714286,124.09354266714286,2025-11-13,112.57151766714286,stop_loss,-0.028412799871707528,1,False
